Область,Направление водства,Наименование субсидирования,Статус заявки,Причитающая сумма,Процент роста продукции,Показатель падежа скота,Наличие автоматизации,История нарушений
6,7,5,0,-0.24399052015317926,-0.6224254851423184,-0.40453559788817717,0,0
6,7,18,0,-0.17352367927217638,-0.7445581543833444,0.18552033621502906,1,0
6,7,38,0,-0.19812059542875285,-1.7921281651306689,-1.0423469971082653,0,0
8,7,24,0,-0.20410362908846066,-0.15954452214044665,0.41448966012485006,0,0
8,7,24,0,-0.20410362908846066,1.564190169640614,2.04404608093602,0,0
7,7,29,0,0.024079302970028367,-0.3989186550326405,1.048870166064082,1,0
6,7,17,0,-0.223049902344202,-0.1856668806352004,0.3518416439992973,0,0
11,7,17,0,-0.23003010828052775,-0.5790602392199776,0.8297312075833935,1,0
10,3,23,0,-0.24391393732233502,1.2044699570593527,-0.5345888574417963,1,0
1,7,18,0,-0.16288717498825142,-1.1676809226375942,1.6670101824017034,0,0
15,7,18,0,-0.19679103239326223,0.40777641537611853,0.20174755555501278,1,1
2,7,17,1,-0.05153627076591195,-0.05794611382010066,-0.6977261429224223,0,0
9,7,24,2,0.15765052942300484,-0.21465122905633768,-1.0423469971082653,0,0
10,2,22,3,0.0759833165747254,0.525646838477575,-0.8359561845572397,0,0
15,7,11,0,0.46400179624557614,-1.7921281651306689,-1.0423469971082653,0,0
2,4,10,1,2.508364510876664,1.8767124574326004,-0.7388637124234689,0,0
15,7,17,0,-0.07447123312812515,0.34434012601359926,-0.06539488087859777,1,0
5,4,34,1,-0.230987393666081,1.0733111947315503,-1.0423469971082653,0,0
12,7,28,4,-0.23407463903449022,-1.7921281651306689,-0.34914744240226997,1,0
4,7,30,0,-0.1516350830188943,1.1275554185370291,0.30388815058238156,1,0
8,7,24,0,-0.16942197730768782,-1.2417066102493612,-1.0423469971082653,0,0
8,4,34,0,-0.22791610305409765,-1.6375129130594215,-0.29223343104020116,0,0
10,7,21,0,-0.23051433513805344,0.3684353777181738,-0.1346817826758883,0,0
6,7,11,0,-0.2340187973869996,0.7093241831731149,-1.0423469971082653,1,0
5,7,38,1,-0.251967898366123,0.6092709210099084,-1.0423469971082653,0,0
17,7,11,0,-0.2340187973869996,-0.1444770563395821,-1.0423469971082653,0,0
13,7,30,0,-0.05426187498866772,0.35891446392831766,-1.0423469971082653,1,0
15,4,34,0,-0.2334962791140518,-1.18941039494566,-1.0357369806479328,1,0
6,7,24,0,-0.22624085362937948,0.06177776219487754,0.4790219931462335,0,0
15,7,5,5,0.33835808939171247,1.4945861292068028,-1.0423469971082653,1,0
6,7,17,0,-0.1532478429809444,-1.7921281651306689,0.7093159067374534,1,0
11,7,18,0,-0.2340187973869996,-0.646827422527321,0.42157933899035277,0,0
15,7,38,0,-0.24897638153626908,-1.1374080190146447,-1.0423469971082653,0,0
16,7,11,0,-0.22404707462081996,0.6686565459331104,-1.0423469971082653,0,0
6,7,28,0,-0.20729192124756715,-0.679188166286968,-0.13811824975250464,0,0
15,7,11,0,-0.24399052015317926,0.7529127571603611,0.5200453577592323,1,0
5,7,38,2,-0.21208100730140436,1.3778990325621414,-1.0423469971082653,0,0
15,4,34,5,-0.24460078958646947,0.45014318507939477,0.7841107498976597,0,0
13,7,30,0,-0.07320814824440906,-0.06939178144775154,-1.0423469971082653,0,0
11,7,24,1,-0.05951364897885567,-1.7001149500016335,-1.0423469971082653,0,0
15,4,34,0,-0.24196825477619804,-0.01750378212709319,-1.0423469971082653,0,0
13,7,30,3,-0.0960101543030732,-0.09529178422342786,-1.0423469971082653,0,0
2,4,33,1,-0.22830167633438994,-0.7792986141850708,0.6661719564814537,0,0
11,7,31,1,0.1963298448607391,-0.5588747513689568,-0.7365319293901076,0,0
11,7,31,0,1.5545442989846647,-0.7588061098001075,-0.21957292720985677,0,0
11,7,24,1,-0.1482619815978546,-1.1003381771351928,0.6903219902200181,1,0
6,7,17,0,-0.2340187973869996,1.0465863794568109,-0.6274838251159802,0,0
6,7,5,0,0.24462389538962376,-0.300843823794783,2.0376248008468822,0,0
13,7,28,0,0.046153373266761395,-0.5494297288444235,-1.0423469971082653,1,0
13,0,26,0,-0.2071616240700891,1.4401250986014247,-1.0423469971082653,0,0
5,7,18,1,-0.12167072088804218,-0.8867102550538238,-0.08685793534360522,1,0
11,7,30,1,-0.2363029866819725,0.49220440356083844,-1.0423469971082653,0,0
8,7,24,0,-0.10459913151234261,1.077058176813854,-1.0423469971082653,0,0
1,7,24,0,-0.22832826759509975,-0.15396076779129675,-1.0423469971082653,0,1
4,7,18,0,-0.017964804119773782,0.8256796792071337,-0.9639912702482354,0,0
12,3,6,0,0.1947652815587255,0.4914343127458318,0.7344655641256204,0,0
13,7,28,1,-0.07728325894818781,-0.34672502327069044,2.2565782390846887,0,0
3,7,18,0,-0.14161416642040148,0.3649511131951101,-1.0423469971082653,0,0
8,7,31,0,-0.06639712920434948,1.0240470624733962,-0.4472665476268014,1,0
2,3,6,2,-0.20410362908846066,2.072793689950833,-1.0423469971082653,0,0
1,3,6,0,-0.22404707462081996,0.45569585117412537,1.5050884605837487,0,0
5,7,28,1,-0.06625320400575763,-0.47018142824147713,-0.9879760734504751,0,0
1,7,5,0,0.7432100336986064,0.3586661509059155,0.7944329102308302,0,0
10,2,22,5,-0.25061254180774384,-0.07168765361009882,-0.625841235940651,0,0
2,4,33,1,-0.06958375940966163,-0.6192608429429267,-0.9268971683901726,0,0
10,7,21,0,-0.17859396790801987,-0.9010890502941127,-0.5772246275474415,1,0
8,4,34,0,-0.026738590590976385,1.8865241307220806,-1.0423469971082653,0,0
15,7,11,0,-0.2140753518546403,0.32182272156644853,2.1229109836707556,1,0
2,4,33,1,3.4431430533651257,1.603261038286594,-1.0423469971082653,0,0
11,7,17,0,-0.16421673802374204,1.032361958984816,-1.0423469971082653,1,0
5,4,12,3,0.06513288559839,1.4668017068597843,-0.6570632676226608,1,0
10,0,19,3,-0.12834845123379382,-1.7921281651306689,0.4340759979955263,1,0
11,7,11,0,-0.18416018355610134,-0.40357274617481415,-0.36850930326210163,0,0
9,7,4,0,-0.1874840911448279,0.9446653595780432,-0.5860576185909341,0,0
10,0,19,5,-0.2003670251335178,-1.50401863699743,0.2564182302158173,1,0
15,4,34,0,-0.19571142720844387,-1.4695031600196498,-0.07326421121496651,0,0
10,0,19,0,-0.24391313958451372,0.7839863712661815,-0.1392668241128732,1,0
15,7,17,0,-0.19512907859889897,-0.5858107968517489,-1.0423469971082653,0,0
16,7,11,0,-0.18416018355610134,-1.6210432744359906,-1.0423469971082653,1,0
8,7,30,0,-0.1081464056910316,1.2483166379109183,-0.8867322451948226,0,0
6,4,34,0,0.31339687296341157,0.7451819905431183,-1.0423469971082653,0,0
8,7,28,0,-0.20420201675308697,-0.021024440721324852,-0.5446583155090406,0,0
5,4,34,1,-0.25247446188264494,-0.30611388669615747,0.3506513360277117,1,0
4,4,33,1,12.326262152102196,-1.6242755497095611,-1.0423469971082653,0,0
5,7,28,2,-0.2422408151984736,1.905668554782015,-0.13561295470832116,1,0
10,2,22,5,-0.24558799014032126,-0.5521375860215153,0.8670240715222084,0,0
4,7,31,3,0.17118016287215737,1.1664525076288557,2.389040368101153,0,0
15,4,34,0,-0.17421239292456053,-0.5292084781991527,1.1721635266595058,0,0
6,7,11,2,-0.2140753518546403,0.5719104802652404,0.22988656593280998,1,0
15,7,11,0,-0.24399052015317926,1.1481783604449673,0.4346379671021892,1,0
5,7,30,1,-0.1759168927360595,0.6964380307790928,-0.7875903888254445,0,0
8,7,18,0,-0.1741884607899217,-1.0841442469392042,-1.0423469971082653,1,0
6,7,5,0,-0.10438640142666411,0.8202990460370008,-0.3041378964141306,1,0
2,4,33,1,2.962112465376761,0.23360939175113107,-0.8048438026015318,0,0
8,4,34,0,-0.2510704433171668,-0.3497330983597594,-0.37123448770412737,1,0
12,2,27,0,-0.24424579625599346,-0.09531300138550201,-0.6409885424664098,1,0
10,2,22,5,-0.2288394845822459,1.1807293560931005,-0.8277941741866222,0,1
8,7,31,0,1.0656766016836008,0.7013356532107243,0.6563263094320041,0,0
2,4,33,1,-0.25202639913968455,-0.7401067104409399,0.9030301448647212,1,0
2,4,33,1,0.325243279609633,-1.7921281651306689,-0.255839827579818,0,1
3,7,38,0,-0.25097072608950505,-1.7921281651306689,0.39754915388935147,0,0
15,7,18,0,-0.22404707462081996,0.3335937086549492,0.7887772906689235,0,0
12,7,28,0,-0.1608037497116376,1.048383989651521,-1.0423469971082653,0,1
0,7,38,5,-0.251967898366123,-0.5876825160599063,-0.5486738102908448,1,0
6,7,24,1,-0.23649178463301215,-1.6973235620479976,-0.3223169041734296,0,0
2,7,11,1,-0.22404707462081996,-0.33900992557601906,1.1194388369890678,1,0
16,7,18,0,-0.12632419151225935,-1.5668201884161297,-0.8224390037893631,1,0
6,7,24,0,-0.2292988486110079,0.5904731241312218,0.1503371370414116,1,0
15,7,11,0,-0.22404707462081996,0.31113248992180775,-1.0423469971082653,0,0
6,7,5,2,-0.22404707462081996,0.14527875483716432,-0.14196461544854336,0,0
13,4,35,0,-0.24648012693713545,0.09577669724082936,-0.913258494412866,1,0
6,7,11,0,-0.2340187973869996,0.6050317428273079,0.8832981965378188,0,0
2,7,30,1,-0.24055094058036502,0.3411140370303951,0.7327523029421295,1,0
16,3,39,0,-0.24944172859869082,1.3147283606391,-0.4986433298854175,0,0
11,7,11,0,-0.194131906322281,-0.2935094560810404,-0.36710970096319023,0,0
4,7,18,0,-0.06981776250390798,-0.8144305138257508,-0.635765890346882,1,0
1,7,17,0,-0.20210928453522473,-1.4918790535436457,-1.0423469971082653,1,0
6,7,11,0,-0.20410362908846066,-1.4041520555320004,-1.0423469971082653,0,0
1,7,5,0,0.04518944006603069,0.14095666537734716,-0.7526918977654206,0,0
16,4,12,0,-0.07808897414769513,0.2779037287842975,0.9528889049900394,0,0
8,6,16,0,0.2592490887800206,0.29178208036343545,-1.0423469971082653,1,0
2,4,35,1,-0.05794808850456547,1.438961667999297,-1.0423469971082653,0,0
11,7,17,0,-0.06948537174503533,-0.5094108486090144,-0.38682892711032124,1,0
2,3,39,1,-0.24332573863543397,0.8548684072795272,-1.0423469971082653,0,0
15,7,17,0,-0.13430156972520307,-1.7921281651306689,-0.09878671441210779,1,0
1,7,38,3,-0.2429933478765613,-1.4770448853257963,-1.0423469971082653,0,0
2,4,33,1,-0.05716564065817924,0.9598065126441533,1.609045359346084,0,1
5,4,34,1,-0.11609320395415902,1.0233701103320336,0.7096570120018008,1,0
11,7,31,1,1.397205471318499,0.4514452550119502,-0.38062700044980513,1,0
11,7,11,3,-0.2340187973869996,1.486331292962991,-0.019111207682050855,0,0
6,7,11,0,-0.22404707462081996,-0.4738754866638784,0.36546084228573206,0,0
16,8,36,0,-0.16554630105923265,1.4902559383648397,-0.6502596398695486,0,0
1,7,24,0,-0.22999022138946304,0.3483682093531671,0.9200288198350588,0,0
8,7,30,0,-0.23557571570155914,1.1437021667944522,-0.12600328294673366,1,0
5,4,34,1,-0.21994670221936688,-0.8620113222217447,-0.020690565432938086,1,0
6,7,30,0,-0.2119786309476716,0.7903466178992988,-0.9415245759833129,0,0
8,6,16,0,1.0782599186422428,-1.2521107246929855,0.8420301466089376,0,0
2,4,33,1,-0.06082459813184942,0.015556450636012109,-0.46651179229936945,0,1
3,7,18,0,-0.1741884607899217,-0.9610998529657652,0.19417515705269126,0,0
16,7,30,0,-0.24187917405282017,0.8159291936191032,1.6176931927451188,0,0
10,2,22,5,-0.1802688184638274,-0.6034089566132778,-0.03625584771647509,0,0
5,3,6,2,0.09172414630820241,-0.525547361090542,-0.018888445052182977,0,0
2,4,33,1,-0.19548274236633947,0.8167168559531796,-0.7535116309840076,0,1
2,4,33,2,0.028351853784577476,-0.5271491891882364,0.9950143768037298,0,0
9,7,11,0,-0.13430156972520307,1.1388704471126496,-1.0423469971082653,1,0
17,7,18,0,-0.18416018355610134,1.7895326769698643,-0.46456341014541425,1,0
15,7,38,0,-0.23102728055714572,0.33896872680467705,-0.7582230392840299,1,0
5,7,28,1,-0.1265409102870443,-0.9268807711786918,-0.16517115767642626,0,0
15,7,18,0,-0.2207231670320934,1.3084198852405113,0.23392441803022987,1,0
15,4,34,0,0.32132239821797115,-0.010026218268726373,-0.27802151383948986,0,0
1,3,39,3,-0.1874840911448279,-0.8733114944767015,-1.0423469971082653,0,0
6,7,5,0,0.24462389538962376,-0.7844220353730836,-0.35450991791431447,0,0
2,4,33,1,0.30828337352891466,-0.39018808632331897,-0.8975301334723571,0,0
5,3,6,1,-0.21906121323773015,-1.2942102229578196,-1.0423469971082653,0,0
9,7,11,0,-0.22404707462081996,0.3741721006617844,-0.11051599781494292,0,0
5,3,39,1,-0.1741884607899217,-0.6610084123764515,0.14288269107598095,0,0
16,7,17,0,-0.17917432217301152,-0.28106728700473876,1.4114067952576992,0,0
8,7,31,0,0.17090793484064068,0.4944034253450716,-1.0423469971082653,0,0
13,7,28,0,0.017933397838472972,0.6751980170563548,-1.0423469971082653,1,0
16,7,11,0,-0.22404707462081996,-0.39871695468571344,0.30959027146513074,1,0
11,7,31,0,4.469930017035609,2.1165891360159756,1.6473498372279405,0,0
4,7,31,1,0.3563670207074329,-0.1964510328944332,-1.0423469971082653,0,0
15,7,5,0,0.3941997368823185,2.1164061411905157,0.432269690196124,0,0
2,7,5,1,4.7318991401704675,0.27515657867951265,-1.0423469971082653,0,1
10,0,19,0,-0.19869217457771027,-0.6480696261022796,-0.8631146847586612,0,0
10,0,19,0,-0.2338640362496685,0.06410104283494944,-0.619495334068103,0,0
11,6,16,0,2.649803426592156,-0.5965471958231685,-1.0423469971082653,0,0
10,7,21,0,-0.2187903812474007,0.8928510990507649,-0.5768905752275391,0,0
5,7,18,1,-0.11568768722833439,-1.2633638707172627,1.6952816812695104,0,0
16,7,5,0,0.09172414630820241,1.3113203588605147,-1.0423469971082653,1,0
15,3,39,0,-0.23534836042249024,-1.7680138342221312,-0.344271610995483,0,0
1,7,17,0,0.04518944006603069,-0.9869145881921565,-1.0423469971082653,0,0
4,7,5,3,0.6102537301495444,2.1165891360159756,1.043339308845942,0,0
2,7,11,2,-0.21906121323773015,-1.4361607575560897,0.21929756683323967,1,0
15,7,11,0,-0.24399052015317926,-0.10388874602224973,0.13372212382702142,0,0
2,4,33,1,-0.24106016322295795,0.820284711141082,1.3409890391811963,1,0
1,7,18,0,-0.2007797214997341,-0.9780396051825794,0.8131231533227231,1,0
10,2,22,0,-0.20539157680094042,-0.5543632035715428,0.8016375278476862,1,0
16,7,5,0,1.025077397222618,0.765994394603735,-0.0700580234120312,0,0
0,7,3,5,1.9747177953217936,-0.3081368762839574,1.1612181018263736,0,0
11,7,11,3,-0.2340187973869996,-1.7921281651306689,0.6212146752339219,1,0
11,7,4,1,0.6999992350451613,0.12002118208842821,0.043273830857110264,1,0
10,3,23,5,-0.24223921972283102,1.1886817901367395,0.5283686856099243,1,0
12,7,30,2,-0.22824450512386385,-0.022343792942385476,0.46898992086247376,1,0
7,7,38,0,-0.2370103142168535,-0.9430798972405493,-0.2764217672531367,0,0
16,7,18,0,-0.052533443042529916,2.1165891360159756,1.6889314076080253,0,0
2,4,33,1,-0.1515061154044517,0.5955027081284477,-0.567827973627409,0,1
11,7,11,0,-0.22404707462081996,-0.8967499867273394,0.08579293139963147,0,0
10,3,23,0,-0.20162731793485938,1.9107563044904423,0.9367857383385205,0,0
5,4,34,1,-0.13006558189412995,-0.06317375347516345,-1.0423469971082653,0,0
15,7,17,0,-0.13430156972520307,-1.733301371226686,0.4077385265347937,0,0
11,7,5,0,-0.03458434206340654,0.8169304048627866,0.4069031298484571,0,0
11,7,18,0,-0.22205273006758403,1.9736441232681257,-0.7312994544170495,0,0
13,7,30,0,-0.0518686615247846,-1.7921281651306689,0.8155788683949078,0,1
6,7,18,0,-0.17086455320119515,-1.7921281651306689,-0.05670299361798957,1,0
6,7,18,0,-0.2140753518546403,1.0056891713988056,-0.3647987051754827,1,0
10,7,21,0,-0.22548978347063084,2.1165891360159756,-0.42444027811730495,0,0
6,7,11,0,-0.24399052015317926,-0.8775218057319851,0.7642287877989298,0,0
7,7,11,0,-0.1675406456124686,-1.7921281651306689,-0.5152408639303153,0,0
2,3,6,3,-0.1392874311082929,2.1165891360159756,-0.5567897980172168,0,0
16,7,17,0,-0.24698203698303317,-1.102125837977653,0.7427837015803191,0,0
12,3,6,3,1.3966902656422464,0.5219344676392463,-1.0423469971082653,0,0
6,7,24,0,-0.22903293600390978,-1.4716217851834594,-0.6874608468611848,0,0
5,4,34,1,-0.2510903867626992,-0.3263558129554124,0.5401937045244041,0,0
1,7,18,0,-0.13430156972520307,2.1165891360159756,-1.0423469971082653,0,0
14,7,28,3,-0.01464089653104723,2.1165891360159756,-0.5066629296646301,1,0
14,7,28,3,-0.15443514277163753,-0.8141163917123329,-0.06494867912077949,1,0
6,7,11,0,-0.1741884607899217,1.2450213684802582,-1.0423469971082653,0,0
8,7,18,0,-0.2140753518546403,-1.7921281651306689,0.8453632673403616,0,0
5,4,34,2,-0.25372691026207705,-0.07598266446766933,2.162031450304598,0,0
2,4,33,1,-0.016608649823573348,-0.34753235226669826,-1.0423469971082653,0,0
8,7,31,0,1.0470753500355692,-1.4897854578964322,-0.004142082492808649,0,0
7,7,38,0,-0.2001149399819888,1.5646116718585923,0.6324560149025371,0,0
7,7,5,0,-0.15424501525756237,-1.7921281651306689,-0.9544491057669573,0,0
13,7,30,0,-0.07447123312812515,1.095854897285189,-1.006684020556717,0,0
2,3,6,1,-0.05452778759576585,-0.5310401534653951,0.7939668076328531,1,0
15,4,34,0,-0.24393467850568867,0.3194536598926104,1.8367882146959202,0,0
12,7,24,0,-0.20472852371514125,-0.8383523534903381,-1.0423469971082653,0,1
4,7,11,0,-0.16421673802374204,-1.7921281651306689,-1.0423469971082653,0,0
2,4,33,1,0.20088127152198235,0.4715771884551103,0.4731523242197764,0,0
5,7,38,1,-0.14427329249138274,-0.8872145317930663,-0.005103153232535794,0,0
8,7,4,0,0.9559401193771057,0.47860300063985656,0.6566253850285055,0,0
2,4,33,2,3.247606876861591,0.1762083897348549,-0.8716337626667577,0,0
6,7,24,2,0.09399105128371392,-1.045432982454362,0.3636544839279924,0,0
5,3,39,1,-0.2193936039966028,-0.5320930637160597,0.5025762393873721,0,0
14,7,28,0,0.14821727968619888,-0.12586108456054873,-0.6191129240211382,1,0
13,3,39,0,-0.15052223875818865,0.46212611360600225,0.3851121269490055,1,0
2,4,33,1,-0.2344176662976468,1.469208279406226,1.6079262171454578,1,0
9,3,6,0,0.025245994533671386,-0.16134220204281424,-1.0423469971082653,1,0
5,7,28,2,-0.24409688519601852,1.5048659601677945,-0.287504809802659,0,0
1,7,18,0,-0.15424501525756237,0.548030307063329,-0.6617793719965518,1,0
11,7,17,0,-0.18914604493919118,-1.7921281651306689,0.949106352013275,0,0
9,7,24,0,-0.1656526661020719,-1.2592463517876642,0.08036506696954054,1,0
16,7,38,0,-0.20210928453522473,1.044757024200384,-0.5697977361583673,0,0
7,6,16,0,0.6182311083624881,0.7675000941418556,-1.0423469971082653,0,1
1,7,17,0,-0.10438640142666411,-0.34410499886837276,0.35799833503656603,0,0
6,7,5,1,-0.08111904830557826,1.9597771627819949,-1.0423469971082653,0,0
13,7,28,1,0.08773545720173055,0.83219848493201,-0.32344251223161935,0,0
7,7,18,0,-0.213410570336895,0.719323948885189,-0.9117563945777961,1,0
15,4,34,5,-0.21865835563797648,-0.8148295045049178,-1.0423469971082653,0,0
16,7,18,0,-0.2007797214997341,-1.0189122690332442,-0.7852088728637465,1,0
7,7,5,0,0.1748218360263662,-0.7339646149657633,0.9625303189788627,0,0
11,7,5,0,-0.024612619297226884,0.18727810855991592,1.100538718277787,1,0
17,7,5,2,0.45569202727375974,-0.5983665008975891,-1.0423469971082653,1,0
2,4,35,1,-0.10321970986302109,1.281707643826877,0.020638740827054695,0,0
10,2,22,0,-0.058004727889877365,0.42820663932330577,0.07582547330300783,1,0
16,7,5,0,1.6805519737194938,-0.5271369798086567,-0.14787356060007284,0,0
2,4,32,2,0.5440940087220133,0.3854212267105385,-0.8020318215560978,0,1
16,3,6,0,0.04518944006603069,-0.532557106132238,-0.018126300567993903,0,0
1,7,18,0,-0.18349540203835604,-0.5855267246477786,0.2655976236713867,1,0
15,7,17,0,-0.19213756176904506,-0.38039254662306754,-1.0423469971082653,0,0
2,4,33,1,-0.23820958007486606,0.18947448088686586,0.8417456975914983,0,0
6,7,18,0,-0.16820542713021389,0.16073335608752268,1.3930536651166203,1,0
5,3,6,1,0.06513288559839,0.48415604271575574,1.768435940447628,0,0
2,4,35,1,-0.08711537759564095,0.6916611106444907,-1.0423469971082653,0,0
4,7,30,5,-0.0980669883189772,0.10663037233528495,-0.9501917637406609,0,0
0,7,30,1,-0.17266345198821395,0.09520343179483286,0.6964198807945547,0,1
6,7,5,1,0.29913597984473916,-0.6728181902033785,-1.0423469971082653,1,0
5,4,34,1,-0.24553414283738387,-0.007366833610614574,1.7539951833519951,0,0
5,7,28,1,-0.24212780234045692,1.1081276216582736,0.12748483877397357,0,0
0,7,30,5,-0.23513430077377626,1.7825971308250352,-0.9366143651433411,0,0
6,7,11,0,-0.22404707462081996,0.7289363904545255,-0.33992891996923125,1,0
15,7,17,0,-0.194131906322281,0.4643275629140885,-0.3788685208693836,1,0
6,7,17,0,-0.2031064568118427,1.383104025034347,-0.44147201452116575,0,0
6,7,18,0,-0.2393370495289621,-0.02108700152557571,-0.7997343926490282,0,0
16,3,6,0,-0.1512534984277085,0.372624482381586,-0.7864427004992427,1,0
0,7,30,1,0.07821046761547575,1.343729704191402,-0.05440074964463144,1,0
13,7,28,0,0.07882738486394339,-0.2226115675966818,1.0039629388068938,1,0
13,7,30,0,0.07975807898878683,-0.11662476881647642,-0.69964093471413,1,0
1,7,24,0,-0.22362161444946296,-1.7921281651306689,0.7565454574825974,0,0
12,7,29,2,0.47029195896648224,-0.8521565643557207,0.04326305867263086,1,0
